freq,purpose,c_dest,duration,age,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	705344 	: 	: 	: 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	5604811 	8886728 	22232706 	31023870 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	8772981 	13856173 	24037745 	30984185 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	591901 u	538191 	1934922 	2030162 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	14679650 	13385598 	23867016 	: 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	2381539 	1674732 u	3495228 	4411409 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1437858 u	5760019 	11497326 	12907109 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	66360820 	94302690 	229794501 	286198373 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	13110591 	4349495 	13355634 	14205804 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	184183870 	220318427 	553910494 	688353040 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	1321592 	1538168 	2439917 	3276501 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	1681578 	1844092 	4138359 	4395163 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	16434474 	25027241 	56824799 	65035742 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	229797730 	266232848 	641798175 	787066577 e
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	9188847 	5802386 	13132298 	17257930 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	29428659 	20236332 	64618321 	93037026 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	1497693 	2204889 	2947725 	4556280 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	2856150 	3309759 	5350981 	7368654 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	6013775 	5296281 	15829306 	20998474 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	13072234 	11581213 	31217976 	30169918 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	1351429 	1578463 	4381180 	4837697 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	1348934 	1938729 	3983977 	4527741 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	921156 u	1518080 	2888788 	3926313 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	372495 	843415 	: 	: 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	486584 	495421 	902975 	1306349 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	14979473 	17383677 	58362858 	63890224 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3854176 u	15147813 	11718490 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	13210327 	16507706 	30323017 	34747669 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	1952561 	2145279 	5898446 	6575460 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	372462 u	984334 	1431452 	2379759 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	14034572 	14464916 	23994348 	: 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	829445 u	2076490 	3480697 	5294809 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE15,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	931362 u	3302694 	6649573 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	83853 u	: 	: 	: 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	269732 u	1991252 	4641646 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	630590 u	: u	2973395 	4040952 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	199565 u	320218 u
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	1392080 u	: u	6098910 u	: 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	871597 u	985581 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	437018 u	1078491 u	1731736 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	9572256 u	11331464 u	32832896 	37974032 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	1106529 u	: u	1921696 	2835015 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	30143848 	25425527 	84890195 	103371116 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	315712 u	498973 u
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	259405 u	192441 u	768279 	763851 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1820394 	2848280 	8379109 	6531537 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	37127672 	34403312 	103334745 	125076092 e
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	1394258 u	: u	1409211 u	1829597 u
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	7993000 	4568292 	17916502 	22702526 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	247104 u	391938 u	376660 	1050363 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	159929 	151406 	281430 	767485 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	1327591 	833949 	2417023 	2975413 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	2602848 u	4836122 u
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	20247 u	47078 u	221880 	222561 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	151802 u	277867 	498010 	429021 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	649113 u	476641 u
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	110831 u	: 	: 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	166255 u	139683 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	2636138 	2145608 	8608776 	10481288 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	2012781 u	2495228 u
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	2600559 	4133795 	6866045 	7658391 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	462695 u	271557 u	1157864 	1230605 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	188667 u	127491 u
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	2577869 u	3441870 u	7908656 u	: 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	270641 u	468362 
A,PER,NEU27_2020_FOR,N_GE1,Y_GE65,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	463172 u	1092361 u
A,PER,NEU27_2020_FOR,N_GE1,Y_LT15,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5714955 
A,PER,NEU27_2020_FOR,N_GE1,Y_LT15,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,PER,NEU27_2020_FOR,N_GE1,Y_LT15,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	10590235 	: 
A,PER,NEU27_2020_FOR,N_GE1,Y_LT15,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PER,NEU27_2020_FOR,N_GE1,Y_LT15,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PER,NEU27_2020_FOR,N_GE1,Y_LT15,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	4152388 u	: 	: 	: 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	1143981 u	1957313 	3416234 	4112655 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	1332255 	1987784 u	4162759 	4938536 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	418136 u
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	1173392 u	1839556 u
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	17972006 u	29053839 u	34087421 u
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	5264492 u	: u	2646809 u	2546981 u
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	22905532 	33671798 	68559281 	86991326 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	214585 u	375671 u
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	528854 u	543629 u
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1558902 u	2314156 u	5309371 u	5799157 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	31267441 	39072029 	76681735 	97081540 e
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	2376928 u	5444671 u
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	1835499 u	1602291 u	3453561 	13612918 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	393894 u
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	104288 u	163692 	191291 u	343171 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	770633 	336579 u	1118271 u	2155559 u
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	4933149 u	3865292 u
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	125351 	162058 	271179 	290740 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	195547 u	181660 u	357152 	598210 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	497576 u
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	75471 u	: 	: 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	93793 u	: u	110541 	154960 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	1580699 u	2645178 u	10570750 	8039252 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	2873305 u	2074459 u
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	1266195 	1144260 	2520058 	3152959 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	307645 u	: u	668380 	714223 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	192471 u	429911 u	781496 
A,PER,NEU27_2020_FOR,N_GE4,Y15-24,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	1062489 	2718214 	4649272 	7380386 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	1472799 	2978681 	4792109 	6686037 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	3593803 u	4713630 u	3259524 u	: 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	577956 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	2137211 u	1862225 u
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	12541620 u	24528220 u	69426923 	84910340 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	3012515 u	1823120 u
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	30504659 	49228301 	125759304 	160924129 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	230210 u	376647 u	532895 u	525287 u
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	543164 u	637866 u
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	2436378 u	3164647 	8410859 	9916572 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	36103881 	55636291 	140123255 	174283840 e
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	1077947 u	: u	3204038 	3327296 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	3744837 	2949742 u	7435951 	12576617 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	416421 u	381662 u	460724 u
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	405732 	439702 	776628 	887053 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	782897 	: u	2559970 u	3513262 u
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	5861973 u	5190122 u
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	431051 	382156 	1087272 	1197969 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	264050 	422801 	840480 	1156721 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	570343 u	812648 u
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	228979 u	: 	: 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	64935 u	117331 u	280830 	373038 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	3368155 	4355675 	13056267 	18650041 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	2802904 	2125470 u
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	1511561 	2571291 	4653518 	4973506 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	558598 	1126240 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	302582 u	233955 u
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	1877678 u	: u	: u	: 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	657472 u	605852 	1129090 
A,PER,NEU27_2020_FOR,N_GE4,Y25-34,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	775916 u
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	1852180 	4256855 	11277762 	11723791 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	3126205 	6349332 	8938728 	12039576 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	648488 u	599218 u
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	5602828 u	6904063 	10804221 	: 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	574374 u	1368148 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	2755982 u	4107933 	4419723 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	19855586 u	37509607 	105328494 	120201328 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	2642081 u	1551705 u	4455509 	3751416 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	59280649 	88863913 	221404994 	262104623 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	671882 	559292 u	950422 	1231434 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	539236 u	605326 u	1320547 	1541566 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	7982174 	9907757 	23286199 	30297147 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	72040056 	103360803 	249824775 	292146648 e
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	2282766 u	2640611 u	5536088 	5881250 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	7944305 	5365994 	16802492 	23614130 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	666638 u	589660 u	741501 	1089340 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	1179489 	1130916 	1926950 	2762093 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	1606536 	2256418 u	4675822 	5118119 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	4960880 u	: u	11616675 	10232197 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	759542 	850369 	2388889 	2664221 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	514461 	1016175 	1699346 	2197180 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	449472 u	1146616 	1657675 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	105268 u	397193 	: 	: 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	146623 u	215816 u	411503 	595877 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	5341368 	7793802 	20440857 	24438765 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	4915703 	3426265 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	4454406 	5547717 	10566435 	11433272 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	276006 u	791500 u	1753510 	2020739 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	390373 u	720201 	812225 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	3856044 u	: u	5994264 u	: 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	1005838 	1065935 	1849612 
A,PER,NEU27_2020_FOR,N_GE4,Y25-44,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	1449234 u	2342529 
A,PER,NEU27_2020_FOR,N_GE4,Y35-44,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,PER,NEU27_2020_FOR,N_GE4,Y35-44,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	789692 u	1538640 u	6628490 	4343405 
A,PER,NEU27_2020_FOR,N_GE4,Y35-44,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	1653406 u	3370651 	4146619 	5353539 
A,PER,NEU27_2020_FOR,N_GE4,Y35-44,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	340028 u	335228 u
A,PER,NEU27_2020_FOR,N_GE4,Y35-44,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	2190433 u	7544697 u	: 
A,PER,NEU27_2020_FOR,N_GE4,Y35-44,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	790191 
A,PER,NEU27_2020_FOR,N_GE4,Y35-44,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	1715072 u	1970722 	2557498 
A,PER,NEU27_2020_FOR,N_GE4,Y35-44,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	12981387 u	35901571 	35290988 
