freq,purpose,duration,c_dest,expend,statinfo,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,FR	: 	: 	: 	: 	: 	: 	: 	: 	38.81 	33.50 	47.67 	55.83 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	16.79 	11.07 	37.26 	62.93 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	8.17 	29.59 	21.35 	26.29 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	17.42 	54.84 	27.86 	73.27 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,IT	: 	: 	: 	: 	: 	: 	: 	: 	38.23 	2.65 	20.86 	39.53 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	9.03 	10.38 	35.96 	20.91 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	14.35 	7.83 	15.49 	13.58 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	15.87 	18.31 	17.44 	23.20 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	32.84 u	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,MT	: 	: 	: 	: 	: 	: 	: 	: 	40.51 	18.15 	35.50 	106.29 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	15.61 	6.95 	17.55 	16.86 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	27.86 	31.25 	16.30 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	37.62 	39.42 	63.01 	58.19 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	14.85 	5.09 	29.30 	37.12 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	127.39 u	158.83 u	55.21 	74.43 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	52.07 	31.29 	45.69 	: 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	1.82 	8.02 	19.41 	15.71 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	2.86 	8.95 	17.70 	27.76 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	38245069 	117538052 	255161440 	463892671 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,BE	: 	: 	: 	: 	: 	: 	: 	: 	33324737 	45975891 	114205956 	173318371 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	772739 u	1682580 u	14670720 	11948528 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	11754952 	18829975 	44263498 	: 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	1261458 	1183027 	8769784 	16676251 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	18064770 	6804248 	36590341 	35205797 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	227558627 	249757419 	945860628 	765105829 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	19346511 	30056503 	49838450 	52327038 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	581848757 	641332733 	2111803127 	2661334064 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	9618352 	11526165 	30035754 	29237429 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,EL	: 	: 	: 	: 	: 	: 	: 	: 	6551187 	8493166 	7413048 	3095198 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,ES	: 	: 	: 	: 	: 	: 	: 	: 	32046407 	35859260 	83418628 	144578402 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	740719677 	816051231 	2570656808 	3178031409 e
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,FI	: 	: 	: 	: 	: 	: 	: 	: 	12009905 	4043203 	40941717 	108420293 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,FR	: 	: 	: 	: 	: 	: 	: 	: 	135070457 	111639844 	355043557 	493198075 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	2126377 	1625100 	14727745 	44278857 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	9880185 	30076720 	40158207 	51894579 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	4986699 	8483868 	23152405 	83579634 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,IT	: 	: 	: 	: 	: 	: 	: 	: 	30905458 	1826113 	32355517 	66335205 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	1686862 	2337602 	12924205 	9289085 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	7788518 	4920820 	14799532 	15649533 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	3317698 	3152996 	8967873 	14703430 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	667426 u	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,MT	: 	: 	: 	: 	: 	: 	: 	: 	2484429 	1428550 	4970866 	20424396 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	27349105 	19675718 	98183191 	105559486 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	16906149 	72172365 	36712762 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	41097045 	50555223 	131180657 	141311841 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	3202005 	1189946 	18506476 	32752913 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	4834943 u	9105811 u	7405837 	15346670 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	64874727 	46437412 	179009469 	: 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	814607 	5859890 	20039474 	24642552 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,TOTAL,EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	1500800 	4816106 	22325330 	46596454 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	25.97 	: 	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	44.19 	44.85 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,BE	: 	: 	: 	: 	: 	: 	: 	: 	29.01 	32.41 	46.01 	49.94 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	35.26 u	43.48 u	51.50 	46.22 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	44.37 	45.41 	61.53 	: 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	55.38 	46.63 	56.56 	61.16 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	14.60 	16.47 	17.02 	21.62 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	35.35 	39.12 	49.34 	41.94 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	43.31 	47.78 	47.32 	53.15 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,EL	: 	: 	: 	: 	: 	: 	: 	: 	50.29 	46.18 	52.89 	46.93 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,ES	: 	: 	: 	: 	: 	: 	: 	: 	35.84 	39.31 	40.66 	45.98 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,FI	: 	: 	: 	: 	: 	: 	: 	: 	38.72 	59.41 	40.70 	56.41 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,FR	: 	: 	: 	: 	: 	: 	: 	: 	34.61 	33.19 	37.79 	30.91 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	32.33 	27.42 	36.93 	43.57 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	14.84 	12.81 	13.55 	15.65 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	10.32 	16.07 	20.52 	21.36 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	15.01 	22.15 	19.66 	23.82 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	25.38 u	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	21.33 	37.24 	30.14 	32.97 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	84.69 	107.86 	83.41 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	34.03 	32.58 	38.60 	39.29 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	28.52 	31.70 	39.51 	37.52 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	38.55 u	25.95 u	33.78 	34.50 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	37.48 	45.44 	42.81 	: 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.95 	25.16 	26.43 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_NGT,EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	20.22 	21.67 	21.70 	24.66 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	38.49 	: 	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97.95 	100.64 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,BE	: 	: 	: 	: 	: 	: 	: 	: 	58.77 	65.57 	94.27 	102.10 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	78.46 u	91.62 u	123.62 	109.05 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	89.82 	93.47 	131.93 	: 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	142.42 	125.90 	147.84 	161.26 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	33.08 	36.87 	40.05 	48.77 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	78.59 	84.83 	116.90 	96.98 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	82.72 	93.62 	99.63 	111.64 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,EL	: 	: 	: 	: 	: 	: 	: 	: 	129.98 	120.26 	139.57 	116.40 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,ES	: 	: 	: 	: 	: 	: 	: 	: 	78.28 	89.25 	94.59 	104.68 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,FI	: 	: 	: 	: 	: 	: 	: 	: 	97.10 	102.76 	101.71 	110.18 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,FR	: 	: 	: 	: 	: 	: 	: 	: 	65.40 	64.38 	75.88 	61.24 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	64.25 	57.25 	83.89 	87.49 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	28.41 	26.26 	29.56 	35.86 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	21.60 	35.26 	42.42 	44.46 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	26.26 	44.68 	37.27 	46.38 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	57.55 u	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	44.06 	77.75 	66.20 	69.98 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	174.68 	239.91 	181.84 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	73.76 	72.26 	94.63 	93.17 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	57.87 	66.14 	91.31 	83.58 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	111.30 u	71.21 u	94.84 	88.28 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	65.33 	95.11 	86.83 	: 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	45.90 	53.80 	54.44 
A,TOTAL,N1-3,EU27_2020_FOR,REST,AVG_TRP,EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	45.11 	46.62 	47.57 	52.94 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	1230136 	: 	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	489911928 	570446435 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,BE	: 	: 	: 	: 	: 	: 	: 	: 	94060659 	123654650 	355257116 	443538418 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	3454623 u	3019700 u	16832429 	23089956 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	144485619 	126621278 	386879109 	: 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	14826969 	9571613 	39926647 	57801152 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	22970856 	21179925 	57381730 	96536335 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	614491030 	809073895 	1809119487 	1688420799 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	15906780 	16663870 	40797425 	63581979 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,EL	: 	: 	: 	: 	: 	: 	: 	: 	5136856 	6507789 	14983989 	13983957 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,ES	: 	: 	: 	: 	: 	: 	: 	: 	93720936 	137625962 	308544830 	395134666 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,FI	: 	: 	: 	: 	: 	: 	: 	: 	70607722 	71252110 	160997032 	315921148 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,FR	: 	: 	: 	: 	: 	: 	: 	: 	227592582 	214528169 	565180575 	540918417 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	8136640 	8400764 	33160314 	61557496 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	34359135 	26693183 	55599486 	70782637 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	4036961 	7944417 	15246097 	19756048 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	5487777 	7696127 	19164116 	29393876 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	1169541 u	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	77206933 	220096568 	370394250 	438189073 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	106003702 	554146499 	409529326 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	80577281 	92670188 	197021672 	226278203 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	12478691 	15466445 	57681335 	73758958 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	4224253 u	4082657 u	12722132 	18201297 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	81391359 	141145864 	340164550 	: 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	33519154 	55548767 	85370314 
A,TOTAL,N1-3,EU27_2020_FOR,REST,TOTAL,EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	23688355 	25080859 	60000718 	88864305 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	84.11 	: 	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	197.51 	205.58 	221.36 	249.94 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,BE	: 	: 	: 	: 	: 	: 	: 	: 	120.02 	131.62 	162.49 	186.66 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	115.78 u	215.72 u	172.70 	139.00 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	191.01 	369.78 	258.10 	: 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	252.15 	198.83 	258.51 	272.33 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	81.72 	112.95 	94.23 	108.88 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	171.24 	164.99 	220.69 	206.89 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	132.96 	175.20 	207.79 	219.13 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	166.95 	169.10 	199.29 	209.12 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	167.61 	204.06 	212.70 	262.76 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,EL	: 	: 	: 	: 	: 	: 	: 	: 	203.95 	174.91 	211.50 	197.34 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,ES	: 	: 	: 	: 	: 	: 	: 	: 	169.13 	176.64 	193.63 	223.80 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	163.41 	170.81 	198.24 	208.75 e
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,FI	: 	: 	: 	: 	: 	: 	: 	: 	177.09 	255.06 	194.43 	286.35 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,FR	: 	: 	: 	: 	: 	: 	: 	: 	210.00 	197.11 	220.32 	227.68 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	153.92 	159.35 	151.40 	219.18 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	80.54 	78.60 	90.80 	115.78 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	219.19 	259.78 	263.37 	269.24 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,IT	: 	: 	: 	: 	: 	: 	: 	: 	141.51 	147.43 	170.26 	190.70 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	105.63 	121.07 	133.05 	126.28 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	182.82 	181.84 	266.58 	263.18 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	92.71 	151.70 	131.60 	153.09 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	103.71 u	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,MT	: 	: 	: 	: 	: 	: 	: 	: 	215.74 	246.96 	232.17 	242.72 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	137.16 	153.65 	151.17 	156.34 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	423.17 	392.18 	298.97 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	150.61 	161.40 	194.89 	198.40 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	133.93 	127.89 	162.77 	156.75 
A,TOTAL,N1-3,EU27_2020_FOR,TOTXDUR,AVG_NGT,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	108.35 u	128.60 u	145.40 	149.92 
