freq,c_dest,purpose,duration,sex,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,EU27_2020_FOR,PROF,N1-3,T,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	161809 	158282 	240334 	239228 
A,EU27_2020_FOR,PROF,N1-3,T,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	52062 	: u	112685 u	180908 u
A,EU27_2020_FOR,PROF,N1-3,T,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	242035 u	338611 u
A,EU27_2020_FOR,PROF,N1-3,T,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	68386 	78949 	122687 	152066 
A,EU27_2020_FOR,PROF,N1-3,T,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	114989 	95161 	156885 	232389 
A,EU27_2020_FOR,PROF,N1-3,T,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	29041 u	68959 	116484 
A,EU27_2020_FOR,PROF,N1-3,T,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,EU27_2020_FOR,PROF,N1-3,T,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	20073 u	24504 	23184 	43691 
A,EU27_2020_FOR,PROF,N1-3,T,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	635790 	381701 	881718 	970769 
A,EU27_2020_FOR,PROF,N1-3,T,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	121468 u	505386 	546941 
A,EU27_2020_FOR,PROF,N1-3,T,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	232456 	302516 	443702 	606361 
A,EU27_2020_FOR,PROF,N1-3,T,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	78520 	74673 	154685 	168700 
A,EU27_2020_FOR,PROF,N1-3,T,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	359221 u	476649 u	1191986 u	: 
A,EU27_2020_FOR,PROF,N1-3,T,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	46715 u	96628 	135166 	241247 
A,EU27_2020_FOR,PROF,N1-3,T,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	132969 u	175633 u	287832 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	90575 	196192 	348711 	411738 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	116828 	94906 	199505 	291341 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE1,F,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	58435 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE1,F,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	710175 u	686568 u	882990 u	1057825 u
A,EU27_2020_FOR,PROF,N_GE1,F,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	93137 u	151040 u	202071 u
A,EU27_2020_FOR,PROF,N_GE1,F,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	2171154 	2009090 	4028352 	4580087 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	24076 u	30741 u	64541 	92801 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	24847 u	16456 u
A,EU27_2020_FOR,PROF,N_GE1,F,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	83302 u	155211 	229367 	327243 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	2432701 	2457638 	5116991 	5829993 e
A,EU27_2020_FOR,PROF,N_GE1,F,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	262048 	296037 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	381119 	372920 u	873086 	555803 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	56293 u	83257 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	47157 	45542 	121461 	131521 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	23235 u	: u	: u	90147 u
A,EU27_2020_FOR,PROF,N_GE1,F,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	223312 u
A,EU27_2020_FOR,PROF,N_GE1,F,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	39158 	55493 	97927 	109647 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	115727 	37027 	55891 	107236 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	50052 u	62937 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	8271 u	10076 u	15603 	22513 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	223318 	80149 u	389693 	396584 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	111730 u	297756 	322104 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	68230 	107839 	213897 	307922 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	40010 u	26360 u	102077 	113978 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE1,F,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	182178 u	514244 u	: 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	40594 	105831 	133856 
A,EU27_2020_FOR,PROF,N_GE1,F,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	128940 u
A,EU27_2020_FOR,PROF,N_GE1,M,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	471571 	657338 	1032462 	1073997 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	188730 	259233 	579859 	634203 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE1,M,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	244963 u	: 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	44126 u	40015 u	74452 	108042 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	158764 u	135916 u	161541 u	311702 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	1702113 	1842601 	3621129 	4277909 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	118596 u	364623 	363832 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	5325383 	5731400 	10579523 	12185620 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	100575 	81936 	72104 	154264 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	21621 u	: u	34891 u	54157 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	192131 	309201 	555210 	740492 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	6694387 	7446666 	13551170 	15443949 e
A,EU27_2020_FOR,PROF,N_GE1,M,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	216461 	174164 u	512995 	620906 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	1084608 	869222 	1582595 	1400542 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	35484 u	58061 u	102003 	193749 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	191200 	198806 	319651 	325188 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	47141 	: u	109570 u	242514 u
A,EU27_2020_FOR,PROF,N_GE1,M,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	287901 u	435012 u	499143 u
A,EU27_2020_FOR,PROF,N_GE1,M,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	96333 	110819 	232316 	245629 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	66389 	113889 	188067 	229366 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	48819 u	64328 u	122386 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	29049 	30670 	28115 	57660 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	606917 	425170 	809767 	885343 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	170247 	531181 	468226 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	536547 	643331 	844705 	911998 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	93361 	107828 	186142 	187132 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	425041 u	607433 u	1249422 	: 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	54996 u	124734 	148710 	205266 
A,EU27_2020_FOR,PROF,N_GE1,M,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	122985 u	209796 u	252920 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	562146 	853530 	1381173 	1485735 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	305558 	354139 	779364 	925544 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	56596 u	33645 u
A,EU27_2020_FOR,PROF,N_GE1,T,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	135518 u	: u	312630 u	: 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	62808 u	54801 u	87225 	166477 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	162560 u	149655 u	214442 u	360557 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	2412288 	2529169 	4504119 	5335734 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	211733 u	515663 	565903 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	7496537 	7740490 	14607874 	16765707 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	124651 	112677 	136645 	247065 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	32769 u	30285 u	59738 	70613 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	275433 	464412 	784577 	1067735 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	9127088 	9904303 	18668161 	21273942 e
A,EU27_2020_FOR,PROF,N_GE1,T,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	273445 	189722 u	775042 	916943 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	1465727 	1242142 	2455680 	1956345 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	48941 u	70105 u	158296 	277006 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	238357 	244348 	441112 	456709 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	70376 	51075 u	159208 u	332661 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	255412 u	397299 u	583288 	722455 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	135491 	166312 	330243 	355276 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	182117 	150916 	243958 	336602 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	37829 u	64025 u	114380 	185323 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	37319 	40745 	43718 	80173 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	830235 	505319 	1199460 	1281927 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	281978 	828936 	790330 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	604778 	751171 	1058602 	1219920 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	133371 	134188 	288218 	301110 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE1,T,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	537598 	789610 	1763666 	: 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	69492 u	165328 	254541 	339122 
A,EU27_2020_FOR,PROF,N_GE1,T,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	164300 u	269001 u	381859 
A,EU27_2020_FOR,PROF,N_GE4,F,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	36083 u	86291 u	133117 	135378 
A,EU27_2020_FOR,PROF,N_GE4,F,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	74277 u	99089 
A,EU27_2020_FOR,PROF,N_GE4,F,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,EU27_2020_FOR,PROF,N_GE4,F,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	30646 u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	612944 u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	102527 u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	669289 	721678 	1580831 	1860721 
A,EU27_2020_FOR,PROF,N_GE4,F,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	24204 u	30927 u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	17258 u	: u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	106424 u	117460 u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	772142 	920758 	2002132 	2325840 e
A,EU27_2020_FOR,PROF,N_GE4,F,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	149042 u	102388 u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	318094 u	157402 u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	50544 u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	16119 u	17249 	63486 	54454 
A,EU27_2020_FOR,PROF,N_GE4,F,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	22060 	25749 	50299 	52999 
A,EU27_2020_FOR,PROF,N_GE4,F,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	39376 	15453 u	19912 	38870 
A,EU27_2020_FOR,PROF,N_GE4,F,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,EU27_2020_FOR,PROF,N_GE4,F,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	8582 u	9540 
A,EU27_2020_FOR,PROF,N_GE4,F,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	116709 	110174 u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	175855 u	115847 u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	43404 	77506 	124945 	163346 
A,EU27_2020_FOR,PROF,N_GE4,F,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	16102 u	46883 	48146 
A,EU27_2020_FOR,PROF,N_GE4,F,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,EU27_2020_FOR,PROF,N_GE4,F,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	14675 u	43075 u	34850 u
A,EU27_2020_FOR,PROF,N_GE4,F,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE4,M,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	138575 	199323 	348962 	357785 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	67789 u	111420 	189796 	161028 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE4,M,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	28622 u	51016 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE4,M,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	700567 u	1320192 u	1700421 	1609428 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	210655 u	127199 u
A,EU27_2020_FOR,PROF,N_GE4,M,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	1796076 	2610065 	4116683 	4055679 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	67374 	35698 u	31340 u	54923 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	22634 u	25485 u
A,EU27_2020_FOR,PROF,N_GE4,M,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	92411 u	126434 u	177580 	255384 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	2400782 	3404578 	5494096 	5355979 e
A,EU27_2020_FOR,PROF,N_GE4,M,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	142929 u	: u	320007 	203713 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	156431 u	: u	253218 u	204640 u
A,EU27_2020_FOR,PROF,N_GE4,M,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	53626 u	61986 u
A,EU27_2020_FOR,PROF,N_GE4,M,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	60429 	68817 	137292 	163027 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	13097 u	: u	: u	111634 u
A,EU27_2020_FOR,PROF,N_GE4,M,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	264260 u	: u
A,EU27_2020_FOR,PROF,N_GE4,M,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	45045 	61614 	157257 	150211 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	27752 	40302 	67161 	65343 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	27791 u	50908 u
A,EU27_2020_FOR,PROF,N_GE4,M,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	13503 u	8897 u	11952 u	26941 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	158302 u	88205 	201033 	200984 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	96651 u	147696 u	127542 u
A,EU27_2020_FOR,PROF,N_GE4,M,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	328918 	371149 	489956 	450214 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	39864 u	43413 u	86650 	84265 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	459036 u	: 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	54025 	76299 	63025 
A,EU27_2020_FOR,PROF,N_GE4,M,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE4,T,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,EU27_2020_FOR,PROF,N_GE4,T,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	174658 	285614 	482079 	493163 
A,EU27_2020_FOR,PROF,N_GE4,T,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	95949 	148969 	264073 	260117 
A,EU27_2020_FOR,PROF,N_GE4,T,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE4,T,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,EU27_2020_FOR,PROF,N_GE4,T,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	33471 u	81662 
A,EU27_2020_FOR,PROF,N_GE4,T,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	82297 u
A,EU27_2020_FOR,PROF,N_GE4,T,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	953630 u	1490011 u	2000208 	2222372 
A,EU27_2020_FOR,PROF,N_GE4,T,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	295311 	229726 
A,EU27_2020_FOR,PROF,N_GE4,T,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	2465365 	3331743 	5697514 	5916401 
A,EU27_2020_FOR,PROF,N_GE4,T,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	74255 	44235 u	55544 	85849 
A,EU27_2020_FOR,PROF,N_GE4,T,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	18143 u	: u	39892 	35909 u
A,EU27_2020_FOR,PROF,N_GE4,T,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	138600 u	185316 	284003 	372844 
A,EU27_2020_FOR,PROF,N_GE4,T,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	3172924 	4325336 	7496228 	7681819 e
A,EU27_2020_FOR,PROF,N_GE4,T,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	174102 	: u	469049 	306100 
A,EU27_2020_FOR,PROF,N_GE4,T,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	228236 u	260134 u	571313 	362042 u
A,EU27_2020_FOR,PROF,N_GE4,T,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	36017 u	85505 	112530 
